,name,pathsgurobi,flatintvarsgurobi,flatintconstraintsgurobi,flattimegurobi,time,comtime
183,benchmark_puzzles/benchmarks3x3/65/puzzle5.txt,0.0,594.0,357.0,0.127674,0.01363846153846154,0.14131246153846155
184,benchmark_puzzles/benchmarks3x3/65/puzzle6.txt,0.0,585.0,355.0,0.12180999999999999,0.0078,0.12960999999999998
185,benchmark_puzzles/benchmarks3x3/65/puzzle7.txt,0.0,522.0,341.0,0.11971199999999999,0.004915384615384613,0.1246273846153846
186,benchmark_puzzles/benchmarks3x3/65/puzzle8.txt,0.0,621.0,363.0,0.123206,0.006238461538461539,0.12944446153846154
187,benchmark_puzzles/benchmarks3x3/65/puzzle9.txt,0.0,567.0,351.0,0.122982,0.012261538461538464,0.13524353846153847
188,benchmark_puzzles/benchmarks3x3/65/puzzle10.txt,0.0,567.0,351.0,0.113624,0.007738461538461538,0.12136246153846154
189,benchmark_puzzles/benchmarks3x3/65/puzzle11.txt,0.0,540.0,345.0,0.114389,0.008438461538461537,0.12282746153846154
190,benchmark_puzzles/benchmarks3x3/65/puzzle12.txt,0.0,603.0,359.0,0.121651,0.009630769230769231,0.13128176923076923
191,benchmark_puzzles/benchmarks3x3/65/puzzle13.txt,0.0,576.0,353.0,0.117257,0.01186923076923077,0.12912623076923077
192,benchmark_puzzles/benchmarks3x3/65/puzzle14.txt,0.0,504.0,337.0,0.120127,0.0016615384615384613,0.12178853846153846
193,benchmark_puzzles/benchmarks3x3/65/puzzle15.txt,0.0,603.0,359.0,0.118699,0.006376923076923078,0.12507592307692308
194,benchmark_puzzles/benchmarks3x3/65/puzzle16.txt,0.0,531.0,343.0,0.11719,0.005392307692307691,0.1225823076923077
195,benchmark_puzzles/benchmarks3x3/65/puzzle17.txt,0.0,603.0,359.0,0.11901400000000001,0.006969230769230773,0.1259832307692308
196,benchmark_puzzles/benchmarks3x3/65/puzzle18.txt,0.0,612.0,361.0,0.118867,0.006123076923076924,0.12499007692307693
197,benchmark_puzzles/benchmarks3x3/65/puzzle19.txt,0.0,531.0,343.0,0.120847,0.0073307692307692345,0.12817776923076923
198,benchmark_puzzles/benchmarks3x3/65/puzzle20.txt,0.0,585.0,355.0,0.121896,0.008407692307692307,0.13030369230769231
199,benchmark_puzzles/benchmarks3x3/70/puzzle1.txt,0.0,558.0,349.0,0.117579,0.005499999999999999,0.12307900000000001
